srcStateName,srcDistrictName,TRU,Country,StateCode,StateName,DistrictCode,DistrictName,TotalPopulation,TotalPopulationUrban,TotalPopulationRural,TotalPopulationMale,TotalPopulationMaleUrban,TotalPopulationMaleRural,TotalPopulationFemale,TotalPopulationFemaleUrban,TotalPopulationFemaleRural,NumberOfHouseholds,NumberOfHouseholdsUrban,NumberOfHouseholdsRural,LandAreaUrban,LandAreaRural,LandArea,LandAreaMappingError%,LandAreaUrbanMappingError%,LandAreaRuralMappingError%,TotalPopulationMappingError%,TotalPopulationUrbanMappingError%,TotalPopulationRuralMappingError%,TotalPopulationMaleMappingError%,TotalPopulationMaleUrbanMappingError%,TotalPopulationMaleRuralMappingError%,TotalPopulationFeMaleMappingError%,TotalPopulationFeMaleUrbanMappingError%,TotalPopulationFeMaleRuralMappingError%,NumberOfHouseholdsMappingError%,NumberOfHouseholdsUrbanMappingError%,NumberOfHouseholdsRuralMappingError%,NumberOfChildren,NumberOfParents,WeighingRatio_TotalPopulation,WeighingRatio_Percentage_TotalPopulation,WeighingRatio_TotalPopulationUrban,WeighingRatio_Percentage_TotalPopulationUrban,WeighingRatio_TotalPopulationRural,WeighingRatio_Percentage_TotalPopulationRural,WeighingRatio_TotalPopulationMale,WeighingRatio_Percentage_TotalPopulationMale,WeighingRatio_TotalPopulationMaleUrban,WeighingRatio_Percentage_TotalPopulationMaleUrban,WeighingRatio_TotalPopulationMaleRural,WeighingRatio_Percentage_TotalPopulationMaleRural,WeighingRatio_TotalPopulationFemale,WeighingRatio_Percentage_TotalPopulationFemale,WeighingRatio_TotalPopulationFemaleUrban,WeighingRatio_Percentage_TotalPopulationFemaleUrban,WeighingRatio_TotalPopulationFemaleRural,WeighingRatio_Percentage_TotalPopulationFemaleRural,WeighingRatio_NumberOfHouseholds,WeighingRatio_Percentage_NumberOfHouseholds,WeighingRatio_NumberOfHouseholdsUrban,WeighingRatio_Percentage_NumberOfHouseholdsUrban,WeighingRatio_NumberOfHouseholdsRural,WeighingRatio_Percentage_NumberOfHouseholdsRural,WeighingRatio_LandAreaUrban,WeighingRatio_Percentage_LandAreaUrban,WeighingRatio_LandAreaRural,WeighingRatio_Percentage_LandAreaRural,WeighingRatio_LandArea,WeighingRatio_Percentage_LandArea,srcYear,YearCode,Year
Rajasthan,Udaipur,Rural,India,8,RAJASTHAN,117,UDAIPUR,1921750,,,977812,,,943938,,,385374,,,,,840001.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Rajasthan,Udaipur,Total,India,8,RAJASTHAN,117,UDAIPUR,2514825,593075,1921750,1285294,307482,977812,1229531,285593,943938,509554,124180,385374,13036,840001.6,853037.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Rajasthan,Udaipur,Urban,India,8,RAJASTHAN,117,UDAIPUR,593075,,,307482,,,285593,,,124180,,,,,13036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Sikkim,East District,Rural,India,11,SIKKIM,225,GANGTOK,82592,,,46579,,,36013,,,16229,,,,,57753.8828125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Sikkim,East District,Total,India,11,SIKKIM,225,GANGTOK,199196,116604,82592,107690,61111,46579,91506,55493,36013,43651,27422,16229,2116.6,57753.883,59870.4828125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Sikkim,East District,Urban,India,11,SIKKIM,225,GANGTOK,116604,,,61111,,,55493,,,27422,,,,,2116.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Sikkim,North District,Rural,India,11,SIKKIM,226,MANGAN,39464,,,22482,,,16982,,,7906,,,,,320959.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Sikkim,North District,Total,India,11,SIKKIM,226,MANGAN,44108,4644,39464,24938,2456,22482,19170,2188,16982,8960,1054,7906,176,320959.88,321135.8701171875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Sikkim,North District,Urban,India,11,SIKKIM,226,MANGAN,4644,,,2456,,,2188,,,1054,,,,,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Sikkim,South District,Rural,India,11,SIKKIM,227,NAMCHI,125654,,,65849,,,59805,,,25704,,,,,102117.4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Sikkim,South District,Total,India,11,SIKKIM,227,NAMCHI,146853,21199,125654,76671,10822,65849,70182,10377,59805,30544,4840,25704,760,102117.44,102877.44128417969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Sikkim,South District,Urban,India,11,SIKKIM,227,NAMCHI,21199,,,10822,,,10377,,,4840,,,,,760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Sikkim,West District,Rural,India,11,SIKKIM,228,GYALSHING,67477,,,35006,,,32471,,,13401,,,,,75828.2734375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Sikkim,West District,Total,India,11,SIKKIM,228,GYALSHING,72725,5248,67477,37716,2710,35006,35009,2538,32471,14534,1133,13401,371.5,75828.27,76199.7734375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Sikkim,West District,Urban,India,11,SIKKIM,228,GYALSHING,5248,,,2710,,,2538,,,1133,,,,,371.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Tamil Nadu,Ariyalur,Rural,India,33,TAMIL NADU,610,Ariyalur,671100,,,333253,,,337847,,,175903,,,,,187463.796875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Tamil Nadu,Ariyalur,Total,India,33,TAMIL NADU,610,Ariyalur,754894,83794,671100,374703,41450,333253,380191,42344,337847,197090,21187,175903,5331,187463.8,192794.796875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Tamil Nadu,Ariyalur,Urban,India,33,TAMIL NADU,610,Ariyalur,83794,,,41450,,,42344,,,21187,,,,,5331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Tamil Nadu,Chennai,Rural,India,33,TAMIL NADU,568,CHENNAI,46224,,,23474,,,22750,,,10422,,,,,4515.06982421875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Tamil Nadu,Chennai,Total,India,33,TAMIL NADU,568,CHENNAI,6642560,6596336,46224,3343316,3319842,23474,3299244,3276494,22750,1664710,1654288,10422,43564,4515.07,48079.06970214844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Tamil Nadu,Chennai,Urban,India,33,TAMIL NADU,568,CHENNAI,6596336,,,3319842,,,3276494,,,1654288,,,,,43564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Tamil Nadu,Coddalore,Rural,India,33,TAMIL NADU,570,CUDDALORE,1720725,,,868861,,,851864,,,423473,,,,,333082.34375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Tamil Nadu,Coddalore,Total,India,33,TAMIL NADU,570,CUDDALORE,2605914,885189,1720725,1311697,442836,868861,1294217,442353,851864,635578,212105,423473,45932,333082.34,379014.34375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Tamil Nadu,Coddalore,Urban,India,33,TAMIL NADU,570,CUDDALORE,885189,,,442836,,,442353,,,212105,,,,,45932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Tamil Nadu,Coimbatore,Rural,India,33,TAMIL NADU,569,COIMBATORE,841119,,,420019,,,421100,,,242817,,,,,319770.21875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Tamil Nadu,Coimbatore,Total,India,33,TAMIL NADU,569,COIMBATORE,3470735,2629616,841119,1734958,1314939,420019,1735777,1314677,421100,959899,717082,242817,164587.5,319770.22,484357.724609375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Tamil Nadu,Coimbatore,Urban,India,33,TAMIL NADU,569,COIMBATORE,2629616,,,1314939,,,1314677,,,717082,,,,,164587.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Tamil Nadu,Dharmapuri,Rural,India,33,TAMIL NADU,571,DHARMAPURI,1245931,,,643215,,,602716,,,310409,,,,,442639.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Tamil Nadu,Dharmapuri,Total,India,33,TAMIL NADU,571,DHARMAPURI,1506843,260912,1245931,774303,131088,643215,732540,129824,602716,375873,65464,310409,8957,442639.2,451596.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Tamil Nadu,Dharmapuri,Urban,India,33,TAMIL NADU,571,DHARMAPURI,260912,,,131088,,,129824,,,65464,,,,,8957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Tamil Nadu,Dindigul,Rural,India,33,TAMIL NADU,572,DINDIGUL,1351848,,,678658,,,673190,,,350999,,,,,487435.59375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Tamil Nadu,Dindigul,Total,India,33,TAMIL NADU,572,DINDIGUL,2159888,808040,1351848,1080991,402333,678658,1078897,405707,673190,560802,209803,350999,56279,487435.6,543714.60546875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Tamil Nadu,Dindigul,Urban,India,33,TAMIL NADU,572,DINDIGUL,808040,,,402333,,,405707,,,209803,,,,,56279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Tamil Nadu,Erode,Rural,India,33,TAMIL NADU,573,ERODE,1093768,,,552393,,,541375,,,323502,,,,,497027.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Tamil Nadu,Erode,Total,India,33,TAMIL NADU,573,ERODE,2255291,1161523,1093768,1131776,579383,552393,1123515,582140,541375,658534,335032,323502,74342,497027.12,571369.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Tamil Nadu,Erode,Urban,India,33,TAMIL NADU,573,ERODE,1161523,,,579383,,,582140,,,335032,,,,,74342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Tamil Nadu,Kancheepuram,Rural,India,33,TAMIL NADU,574,KANCHIPURAM,566361,,,285291,,,281070,,,139684,,,,,146050.953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Tamil Nadu,Kancheepuram,Total,India,33,TAMIL NADU,574,KANCHIPURAM,1200475,634114,566361,603900,318609,285291,596575,315505,281070,298369,158685,139684,19702.9,146050.95,165753.853125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Tamil Nadu,Kancheepuram,Urban,India,33,TAMIL NADU,574,KANCHIPURAM,634114,,,318609,,,315505,,,158685,,,,,19702.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Tamil Nadu,Kanniyakumari,Rural,India,33,TAMIL NADU,575,KANNIYAKUMARI,330572,,,164938,,,165634,,,85478,,,,,101968.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Tamil Nadu,Kanniyakumari,Total,India,33,TAMIL NADU,575,KANNIYAKUMARI,1870374,1539802,330572,926345,761407,164938,944029,778395,165634,483539,398061,85478,66284,101968.03,168252.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Tamil Nadu,Kanniyakumari,Urban,India,33,TAMIL NADU,575,KANNIYAKUMARI,1539802,,,761407,,,778395,,,398061,,,,,66284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Tamil Nadu,Karur,Rural,India,33,TAMIL NADU,576,KARUR,629976,,,312628,,,317348,,,168396,,,,,257804.734375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Tamil Nadu,Karur,Total,India,33,TAMIL NADU,576,KARUR,1064493,434517,629976,528184,215556,312628,536309,218961,317348,287095,118699,168396,28350,257804.73,286154.734375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Tamil Nadu,Karur,Urban,India,33,TAMIL NADU,576,KARUR,434517,,,215556,,,218961,,,118699,,,,,28350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Tamil Nadu,Krishnagiri,Rural,India,33,TAMIL NADU,577,KRISHNAGIRI,1451446,,,742444,,,709002,,,342859,,,,,500777.90625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Tamil Nadu,Krishnagiri,Total,India,33,TAMIL NADU,577,KRISHNAGIRI,1879809,428363,1451446,960232,217788,742444,919577,210575,709002,448053,105194,342859,16327,500777.9,517104.90625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Tamil Nadu,Krishnagiri,Urban,India,33,TAMIL NADU,577,KRISHNAGIRI,428363,,,217788,,,210575,,,105194,,,,,16327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Tamil Nadu,Madurai,Rural,India,33,TAMIL NADU,578,MADURAI,1191451,,,601247,,,590204,,,315036,,,,,360594.28125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Tamil Nadu,Madurai,Total,India,33,TAMIL NADU,578,MADURAI,3038252,1846801,1191451,1526475,925228,601247,1511777,921573,590204,794887,479851,315036,31745,360594.28,392339.28125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Tamil Nadu,Madurai,Urban,India,33,TAMIL NADU,578,MADURAI,1846801,,,925228,,,921573,,,479851,,,,,31745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Tamil Nadu,Nagapattinam,Rural,India,33,TAMIL NADU,579,NAGAPATTINAM,510038,,,253314,,,256724,,,137384,,,,,110873.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Tamil Nadu,Nagapattinam,Total,India,33,TAMIL NADU,579,NAGAPATTINAM,698094,188056,510038,345476,92162,253314,352618,95894,256724,183344,45960,137384,11990,110873.125,122863.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Tamil Nadu,Nagapattinam,Urban,India,33,TAMIL NADU,579,NAGAPATTINAM,188056,,,92162,,,95894,,,45960,,,,,11990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Tamil Nadu,Namakkal,Rural,India,33,TAMIL NADU,580,NAMAKKAL,1030476,,,520684,,,509792,,,283248,,,,,310515.8125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Tamil Nadu,Namakkal,Total,India,33,TAMIL NADU,580,NAMAKKAL,1726601,696125,1030476,869280,348596,520684,857321,347529,509792,475511,192263,283248,30057.5,310515.8,340573.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Tamil Nadu,Namakkal,Urban,India,33,TAMIL NADU,580,NAMAKKAL,696125,,,348596,,,347529,,,192263,,,,,30057.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Tamil Nadu,Perambalur,Rural,India,33,TAMIL NADU,581,PERAMBALUR,468060,,,233926,,,234134,,,123945,,,,,167850.765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Tamil Nadu,Perambalur,Total,India,33,TAMIL NADU,581,PERAMBALUR,565223,97163,468060,282157,48231,233926,283066,48932,234134,149243,25298,123945,8367,167850.77,176217.765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Tamil Nadu,Perambalur,Urban,India,33,TAMIL NADU,581,PERAMBALUR,97163,,,48231,,,48932,,,25298,,,,,8367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Tamil Nadu,Pudukkottai,Rural,India,33,TAMIL NADU,582,PUDUKKOTTAI,1301991,,,645505,,,656486,,,310285,,,,,451142.21875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Tamil Nadu,Pudukkottai,Total,India,33,TAMIL NADU,582,PUDUKKOTTAI,1618345,316354,1301991,803188,157683,645505,815157,158671,656486,387679,77394,310285,16893,451142.22,468035.21875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Tamil Nadu,Pudukkottai,Urban,India,33,TAMIL NADU,582,PUDUKKOTTAI,316354,,,157683,,,158671,,,77394,,,,,16893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Tamil Nadu,Ramanathapuram,Rural,India,33,TAMIL NADU,583,RAMANATHAPURAM,942746,,,474508,,,468238,,,228764,,,,,397677.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
